id,text_raw,text_light_clean,text_ml_clean,label,relation,likes,dislikes,source,split,text_normalized,label_original,was_user_relabeled
1290,"Үүнээс айх хэрэггүй, энэ хугацаанд жилийн дараа шинжлэх ухаан технологи дээд цэгтэй хөгжиж хүн сармагчин болно. Тийм үед хасаг, монгол гэж ялгагдахгүй болно.","Үүнээс айх хэрэггүй, энэ хугацаанд жилийн дараа шинжлэх ухаан технологи дээд цэгтэй хөгжиж хүн сармагчин болно. Тийм үед хасаг, монгол гэж ялгагдахгүй болно.",үүнээс айх хэрэггүй энэ хугацаанд жилийн дараа шинжлэх ухаан технологи дээд цэгтэй хөгжиж хүн сармагчин болно. тийм үед хасаг монгол гэж ялгагдахгүй болно.,NEUTRAL,1,0,1,news.mn,train,"Үүнээс айх хэрэггүй, энэ хугацаанд жилийн дараа шинжлэх ухаан технологи дээд цэгтэй хөгжиж хүн сармагчин болно. Тийм үед хасаг, монгол гэж ялгагдахгүй болно.",NEUTRAL,False
1291,Чи муу х***а зайл х***а манж,Чи муу х***а зайл х***а манж,чи муу х**а зайл х**а манж,TOXIC,1,4,0,news.mn,train,Чи муу ха зайл ха манж,TOXIC,False
1292,Мөнгө төгрөгний асуудал байсан байхаа,Мөнгө төгрөгний асуудал байсан байхаа,мөнгө төгрөгний асуудал байсан байхаа,NEUTRAL,0,0,0,Мэдэхгүй зүйлээ асуу,train,Мөнгө төгрөгний асуудал байсан байхаа,NEUTRAL,False
1293,"Ер нь АНУ, барууны бодлогыг ойлгодог болсоон ,Оросыг ч хятадыг ч ёр нь бүгдийнх бодлогыг ойлгодог бсн , одоо бүүр сайн ойлгодог болсон","Ер нь АНУ, барууны бодлогыг ойлгодог болсоон ,Оросыг ч хятадыг ч ёр нь бүгдийнх бодлогыг ойлгодог бсн , одоо бүүр сайн ойлгодог болсон",ер нь ану барууны бодлогыг ойлгодог болсоон оросыг ч хятадыг ч ёр нь бүгдийнх бодлогыг ойлгодог бсн одоо бүүр сайн ойлгодог болсон,NEUTRAL,0,0,0,Medee.mn,test,"Ер нь АНУ, барууны бодлогыг ойлгодог болсоон ,Оросыг ч хятадыг ч ёр нь бүгдийнх бодлогыг ойлгодог бсн , одоо бүүр сайн ойлгодог болсон",NEUTRAL,False
1294,"Жүүдүүд том ар талтай юмаа тээ, жүүдүүдийг газрын хөрснөөс арчиж байж л хавь ойрын улсууд нь амар амгалан болох байхдаа.","Жүүдүүд том ар талтай юмаа тээ, жүүдүүдийг газрын хөрснөөс арчиж байж л хавь ойрын улсууд нь амар амгалан болох байхдаа.",жүүдүүд том ар талтай юмаа тээ жүүдүүдийг газрын хөрснөөс арчиж байж л хавь ойрын улсууд нь амар амгалан болох байхдаа.,TOXIC,0,5,7,gogo.mn,val,"Жүүдүүд том ар талтай юмаа тээ, жүүдүүдийг газрын хөрснөөс арчиж байж л хавь ойрын улсууд нь амар амгалан болох байхдаа.",TOXIC,False
1295,"Оросууд одоо бүүр лазерийн з****г хийчихлээ Дрон пуужин мэтийн электрон бүх сүлжээг туяагаар секунтын дотор хайлуулна Баруун оросуудтай дайтахад улам л хүндрээд байна,Дрон пуужингууд нь хил нэвтрэн орж ирэх боломжгүй болох нь,Оросын С-400, С,-500 систем нь 400-600 км ын алсад байгаа байг ч илрүүлж устгах чадвартай , Цөмийн хөдөлгүүртэй агаар болон усанд хязгааргүй явах цөмийн цэнэг тээх ,усны 1000 м -ын гүнд нуугдах пуужингууд хүртэл бүтээлээ Монголын малууд оросыг муулах гэвэл бүтэхгүй","Оросууд одоо бүүр лазерийн з***г хийчихлээ Дрон пуужин мэтийн электрон бүх сүлжээг туяагаар секунтын дотор хайлуулна Баруун оросуудтай дайтахад улам л хүндрээд байна,Дрон пуужингууд нь хил нэвтрэн орж ирэх боломжгүй болох нь,Оросын С-400, С,-500 систем нь 400-600 км ын алсад байгаа байг ч илрүүлж устгах чадвартай , Цөмийн хөдөлгүүртэй агаар болон усанд хязгааргүй явах цөмийн цэнэг тээх ,усны 1000 м -ын гүнд нуугдах пуужингууд хүртэл бүтээлээ Монголын малууд оросыг муулах гэвэл бүтэхгүй",оросууд одоо бүүр лазерийн з**г хийчихлээ дрон пуужин мэтийн электрон бүх сүлжээг туяагаар секунтын дотор хайлуулна баруун оросуудтай дайтахад улам л хүндрээд байна дрон пуужингууд нь хил нэвтрэн орж ирэх боломжгүй болох нь оросын с-400 с -500 систем нь 400-600 км ын алсад байгаа байг ч илрүүлж устгах чадвартай цөмийн хөдөлгүүртэй агаар болон усанд хязгааргүй явах цөмийн цэнэг тээх усны 1000 м -ын гүнд нуугдах пуужингууд хүртэл бүтээлээ монголын малууд оросыг муулах гэвэл бүтэхгүй,NEUTRAL,1,1,2,news.mn,train,"Оросууд одоо бүүр лазерийн зг хийчихлээ Дрон пуужин мэтийн электрон бүх сүлжээг туяагаар секунтын дотор хайлуулна Баруун оросуудтай дайтахад улам л хүндрээд байна,Дрон пуужингууд нь хил нэвтрэн орж ирэх боломжгүй болох нь,Оросын С-400, С,-500 систем нь 400-600 км ын алсад байгаа байг ч илрүүлж устгах чадвартай , Цөмийн хөдөлгүүртэй агаар болон усанд хязгааргүй явах цөмийн цэнэг тээх ,усны 1000 м -ын гүнд нуугдах пуужингууд хүртэл бүтээлээ Монголын малууд оросыг муулах гэвэл бүтэхгүй",NEUTRAL,False
1296,Женко технологи л бна даа,Женко технологи л бна даа,женко технологи л бна даа,NEUTRAL,0,0,0,news.mn,train,Женко технологи л бна даа,NEUTRAL,False
1297,Бүх сургууль ажил хая дэмжиж байна тэгж байж боловсрол зөв замд орно багшаар дамжаагүй хэдэн буруу нөхдүүд дээр гарчихсан тансаглаж өлөнтөж байгаа ш дэн,Бүх сургууль ажил хая дэмжиж байна тэгж байж боловсрол зөв замд орно багшаар дамжаагүй хэдэн буруу нөхдүүд дээр гарчихсан тансаглаж өлөнтөж байгаа ш дэн,бүх сургууль ажил хая дэмжиж байна тэгж байж боловсрол зөв замд орно багшаар дамжаагүй хэдэн буруу нөхдүүд дээр гарчихсан тансаглаж өлөнтөж байгаа ш дэн,CONSTRUCTIVE,0,0,3,gogo.mn,train,Бүх сургууль ажил хая дэмжиж байна тэгж байж боловсрол зөв замд орно багшаар дамжаагүй хэдэн буруу нөхдүүд дээр гарчихсан тансаглаж өлөнтөж байгаа ш дэн,CONSTRUCTIVE,False
1298,Энэ ахмадууд чинь сард авдаг мөнгө бөөнөр нь авч байгаа биз дээ тэгээд юун зээл вэ энэ чинь зээл биш сард авах ёстой мөнгө л бөөнөр нь авч байгаа шүү,Энэ ахмадууд чинь сард авдаг мөнгө бөөнөр нь авч байгаа биз дээ тэгээд юун зээл вэ энэ чинь зээл биш сард авах ёстой мөнгө л бөөнөр нь авч байгаа шүү,энэ ахмадууд чинь сард авдаг мөнгө бөөнөр нь авч байгаа биз дээ тэгээд юун зээл вэ энэ чинь зээл биш сард авах ёстой мөнгө л бөөнөр нь авч байгаа шүү,CONSTRUCTIVE,0,0,1,gogo.mn,train,Энэ ахмадууд чинь сард авдаг мөнгө бөөнөр нь авч байгаа биз дээ тэгээд юун зээл вэ энэ чинь зээл биш сард авах ёстой мөнгө л бөөнөр нь авч байгаа шүү,CONSTRUCTIVE,False
1299,Тэмцдэггүй ард түмэн сөнөдөг. багш нараа манлайлаад тэмцээ,Тэмцдэггүй ард түмэн сөнөдөг. багш нараа манлайлаад тэмцээ,тэмцдэггүй ард түмэн сөнөдөг. багш нараа манлайлаад тэмцээ,CONSTRUCTIVE,0,3,0,gogo.mn,train,Тэмцдэггүй ард түмэн сөнөдөг. багш нараа манлайлаад тэмцээ,CONSTRUCTIVE,False
1300,"Энэ одоо бүх хувийх нь яагаад эсэргүүцэв Ер нь гадаа хүүхдүүд ханиад томоо аваад зарим нь эмлэгэт очоод 2,3,4 цаг зогсоод байгаад байхийн та нар шиг ийм зивүү балиар муухай сэтгэлдтэй юмаа та нар.Амралт нь өгөөч хувийн сургуулийн захиралаа","Энэ одоо бүх хувийх нь яагаад эсэргүүцэв Ер нь гадаа хүүхдүүд ханиад томоо аваад зарим нь эмлэгэт очоод 2,3,4 цаг зогсоод байгаад байхийн та нар шиг ийм зивүү балиар муухай сэтгэлдтэй юмаа та нар.Амралт нь өгөөч хувийн сургуулийн захиралаа",энэ одоо бүх хувийх нь яагаад эсэргүүцэв ер нь гадаа хүүхдүүд ханиад томоо аваад зарим нь эмлэгэт очоод 2 3 4 цаг зогсоод байгаад байхийн та нар шиг ийм зивүү балиар муухай сэтгэлдтэй юмаа та нар.амралт нь өгөөч хувийн сургуулийн захиралаа,CONSTRUCTIVE,0,3,2,gogo.mn,test,"Энэ одоо бүх хувийх нь яагаад эсэргүүцэв Ер нь гадаа хүүхдүүд ханиад томоо аваад зарим нь эмлэгэт очоод 2,3,4 цаг зогсоод байгаад байхийн та нар шиг ийм зивүү балиар муухай сэтгэлдтэй юмаа та нар.Амралт нь өгөөч хувийн сургуулийн захиралаа",CONSTRUCTIVE,False
1301,Энэ нэг дүр эсгэсэн хуурамч новш байна аа,Энэ нэг дүр эсгэсэн хуурамч новш байна аа,энэ нэг дүр эсгэсэн хуурамч новш байна аа,TOXIC,0,4,0,gogo.mn,train,Энэ нэг дүр эсгэсэн хуурамч новш байна аа,TOXIC,False
1302,За больж үзээрэй хөлсний гөлөгөөө ТЭР ИХ МӨНГИЙГ ТАТВАР ТӨЛӨГЧИДИЙН МӨНГӨНӨӨС ГАРГАХ НЭРЭЭР УГААХГҮЙ ШҮҮ НЕФЬТ ИМПОРТЛОГЧ НЭРЭЭР ХАГАРТЛАА БЯЖСАН ХУЛГАЙЧУУДЫН ӨӨРСДИЙНХ Н МӨНГӨӨР БАРЬ ЧАДАХГҮЙГ Н ТУСГАЙ ЗӨВШӨӨРЛИЙГ Н ОРОСУУДАД ЗАРААД ТЭД НАРААР БАРИУУЛ ХАРИН ЭНЭ ДАМБИНЯМ МЭТИЙГ ТӨРӨӨС ЗАЙЛУУЛ,За больж үзээрэй хөлсний гөлөгөөө ТЭР ИХ МӨНГИЙГ ТАТВАР ТӨЛӨГЧИДИЙН МӨНГӨНӨӨС ГАРГАХ НЭРЭЭР УГААХГҮЙ ШҮҮ НЕФЬТ ИМПОРТЛОГЧ НЭРЭЭР ХАГАРТЛАА БЯЖСАН ХУЛГАЙЧУУДЫН ӨӨРСДИЙНХ Н МӨНГӨӨР БАРЬ ЧАДАХГҮЙГ Н ТУСГАЙ ЗӨВШӨӨРЛИЙГ Н ОРОСУУДАД ЗАРААД ТЭД НАРААР БАРИУУЛ ХАРИН ЭНЭ ДАМБИНЯМ МЭТИЙГ ТӨРӨӨС ЗАЙЛУУЛ,за больж үзээрэй хөлсний гөлөгөө тэр их мөнгийг татвар төлөгчидийн мөнгөнөөс гаргах нэрээр угаахгүй шүү нефьт импортлогч нэрээр хагартлаа бяжсан хулгайчуудын өөрсдийнх н мөнгөөр барь чадахгүйг н тусгай зөвшөөрлийг н оросуудад зараад тэд нараар бариуул харин энэ дамбиням мэтийг төрөөс зайлуул,CONSTRUCTIVE,0,1,0,news.mn,train,За больж үзээрэй хөлсний гөлөгөө ТЭР ИХ МӨНГИЙГ ТАТВАР ТӨЛӨГЧИДИЙН МӨНГӨНӨӨС ГАРГАХ НЭРЭЭР УГААХГҮЙ ШҮҮ НЕФЬТ ИМПОРТЛОГЧ НЭРЭЭР ХАГАРТЛАА БЯЖСАН ХУЛГАЙЧУУДЫН ӨӨРСДИЙНХ Н МӨНГӨӨР БАРЬ ЧАДАХГҮЙГ Н ТУСГАЙ ЗӨВШӨӨРЛИЙГ Н ОРОСУУДАД ЗАРААД ТЭД НАРААР БАРИУУЛ ХАРИН ЭНЭ ДАМБИНЯМ МЭТИЙГ ТӨРӨӨС ЗАЙЛУУЛ,CONSTRUCTIVE,False
1303,Цагаан сарын дараа МАН татан буулгахгүй бол Монгол улс сүйрлээ! Монгол улсын засгийн газрын бүх сайд нар нь ямар нэгэн хулгай луйвараар явсан хүмүүс байдаг яаачихсан цөвүүн цаг вэ!,Цагаан сарын дараа МАН татан буулгахгүй бол Монгол улс сүйрлээ! Монгол улсын засгийн газрын бүх сайд нар нь ямар нэгэн хулгай луйвараар явсан хүмүүс байдаг яаачихсан цөвүүн цаг вэ!,цагаан сарын дараа ман татан буулгахгүй бол монгол улс сүйрлээ! монгол улсын засгийн газрын бүх сайд нар нь ямар нэгэн хулгай луйвараар явсан хүмүүс байдаг яаачихсан цөвүүн цаг вэ!,CONSTRUCTIVE,0,2,0,news.mn,test,Цагаан сарын дараа МАН татан буулгахгүй бол Монгол улс сүйрлээ! Монгол улсын засгийн газрын бүх сайд нар нь ямар нэгэн хулгай луйвараар явсан хүмүүс байдаг яаачихсан цөвүүн цаг вэ!,CONSTRUCTIVE,False
1304,Эдийн засаг өсөөд байхад иргэд яагаад баян болохгүй байна вэ? Орчин үеийн Монгол оньсого ? :)),Эдийн засаг өсөөд байхад иргэд яагаад баян болохгүй байна вэ? Орчин үеийн Монгол оньсого ? :)),эдийн засаг өсөөд байхад иргэд яагаад баян болохгүй байна вэ? орчин үеийн монгол оньсого ?,CONSTRUCTIVE,0,2,0,gogo.mn,train,Эдийн засаг өсөөд байхад иргэд яагаад баян болохгүй байна вэ? Орчин үеийн Монгол оньсого ? :)),CONSTRUCTIVE,False
1305,Манай Слава Украйнчууд тэдний хэвлэлийн төлөөлөгч аятай хийрхэгчид үнэнтэй нүүр тулах цаг ирнэ. Украйны хэвлэлийн төлөөлөгч хэрэглүүр бэлгэвч болж ашиглагдаж байхаар..,Манай Слава Украйнчууд тэдний хэвлэлийн төлөөлөгч аятай хийрхэгчид үнэнтэй нүүр тулах цаг ирнэ. Украйны хэвлэлийн төлөөлөгч хэрэглүүр бэлгэвч болж ашиглагдаж байхаар..,манай слава украйнчууд тэдний хэвлэлийн төлөөлөгч аятай хийрхэгчид үнэнтэй нүүр тулах цаг ирнэ. украйны хэвлэлийн төлөөлөгч хэрэглүүр бэлгэвч болж ашиглагдаж байхаар..,TOXIC,0,0,0,news.mn,test,Манай Слава Украйнчууд тэдний хэвлэлийн төлөөлөгч аятай хийрхэгчид үнэнтэй нүүр тулах цаг ирнэ. Украйны хэвлэлийн төлөөлөгч хэрэглүүр бэлгэвч болж ашиглагдаж байхаар..,TOXIC,False
1306,"Ха, ха, ха. Монгол кинонууд хэзээ ч Оскарын шагналд авч чадахгүй !","Ха, ха, ха. Монгол кинонууд хэзээ ч Оскарын шагналд авч чадахгүй !",ха ха ха. монгол кинонууд хэзээ ч оскарын шагналд авч чадахгүй !,NEUTRAL,0,1,1,gogo.mn,val,"Ха, ха, ха. Монгол кинонууд хэзээ ч Оскарын шагналд авч чадахгүй !",NEUTRAL,False
1307,Гэмт хүн гэлбэлзэнэ гэдэг чинь л баяр болж бна даа. Ёстой н**ш юм аа,Гэмт хүн гэлбэлзэнэ гэдэг чинь л баяр болж бна даа. Ёстой н**ш юм аа,гэмт хүн гэлбэлзэнэ гэдэг чинь л баяр болж бна даа. ёстой н**ш юм аа,TOXIC,0,3,1,news.mn,train,Гэмт хүн гэлбэлзэнэ гэдэг чинь л баяр болж бна даа. Ёстой нш юм аа,TOXIC,False
1308,"Будааны хүүхэд, өмхий кимчи энэ тэр... өөрсдөө шиврээ ч угааж чадахгүй хэвтэж яаж ийм том байж чаддаг байна. Уул нь со-чууд монголчуудад их дуртай байдаг байсан. Даанч юм үзээгүй золбин сдакууд нь юм хулгайлна, хэрэг төвөг тарина. Тэгсээр байгаад муу нэртэй болж байгаа юм. Ажил хийж чаддаг хүнийг үнэлж чаддаг газар шүү. Олон ч хүн амьдралаа өөд нь татсан байх.","Будааны хүүхэд, өмхий кимчи энэ тэр.. өөрсдөө шиврээ ч угааж чадахгүй хэвтэж яаж ийм том байж чаддаг байна. Уул нь со-чууд монголчуудад их дуртай байдаг байсан. Даанч юм үзээгүй золбин сдакууд нь юм хулгайлна, хэрэг төвөг тарина. Тэгсээр байгаад муу нэртэй болж байгаа юм. Ажил хийж чаддаг хүнийг үнэлж чаддаг газар шүү. Олон ч хүн амьдралаа өөд нь татсан байх.",будааны хүүхэд өмхий кимчи энэ тэр.. өөрсдөө шиврээ ч угааж чадахгүй хэвтэж яаж ийм том байж чаддаг байна. уул нь со-чууд монголчуудад их дуртай байдаг байсан. даанч юм үзээгүй золбин сдакууд нь юм хулгайлна хэрэг төвөг тарина. тэгсээр байгаад муу нэртэй болж байгаа юм. ажил хийж чаддаг хүнийг үнэлж чаддаг газар шүү. олон ч хүн амьдралаа өөд нь татсан байх.,TOXIC,0,0,0,gogo.mn,train,"Будааны хүүхэд, өмхий кимчи энэ тэр.. өөрсдөө шиврээ ч угааж чадахгүй хэвтэж яаж ийм том байж чаддаг байна. Уул нь со-чууд монголчуудад их дуртай байдаг байсан. Даанч юм үзээгүй золбин сдакууд нь юм хулгайлна, хэрэг төвөг тарина. Тэгсээр байгаад муу нэртэй болж байгаа юм. Ажил хийж чаддаг хүнийг үнэлж чаддаг газар шүү. Олон ч хүн амьдралаа өөд нь татсан байх.",TOXIC,False
1309,Энд дарна уу гээд дарахаар болохгүй байна бас заримдаа арай л аваад бөйнө уу даа,Энд дарна уу гээд дарахаар болохгүй байна бас заримдаа арай л аваад бөйнө уу даа,энд дарна уу гээд дарахаар болохгүй байна бас заримдаа арай л аваад бөйнө уу даа,CONSTRUCTIVE,0,0,0,E-Mongolia,train,Энд дарна уу гээд дарахаар болохгүй байна бас заримдаа арай л аваад бөйнө уу даа,CONSTRUCTIVE,False
1310,Бузрын пи3даа минь тэр Бугын сангийн аж ахуй гэж хашсан хашаануудаа татаж буулгаад зайлаарай гичий минь,Бузрын пи3даа минь тэр Бугын сангийн аж ахуй гэж хашсан хашаануудаа татаж буулгаад зайлаарай гичий минь,бузрын пи3даа минь тэр бугын сангийн аж ахуй гэж хашсан хашаануудаа татаж буулгаад зайлаарай гичий минь,TOXIC,0,0,0,IKON.mn,train,Бузрын пи3даа минь тэр Бугын сангийн аж ахуй гэж хашсан хашаануудаа татаж буулгаад зайлаарай гичий минь,TOXIC,False
1311,Өрийн дарамт чинь бага орлоготойгоос үүсч байгаа ш дээ,Өрийн дарамт чинь бага орлоготойгоос үүсч байгаа ш дээ,өрийн дарамт чинь бага орлоготойгоос үүсч байгаа ш дээ,NEUTRAL,0,4,1,news.mn,train,Өрийн дарамт чинь бага орлоготойгоос үүсч байгаа ш дээ,NEUTRAL,False
1312,сайн ах дүү болохоор муусайн хятадууд түрэмгийлэгч Орост сэмээрхэн их тусалж байгаа.,сайн ах дүү болохоор муусайн хятадууд түрэмгийлэгч Орост сэмээрхэн их тусалж байгаа.,сайн ах дүү болохоор муусайн хятадууд түрэмгийлэгч орост сэмээрхэн их тусалж байгаа.,TOXIC,0,1,1,news.mn,train,сайн ах дүү болохоор муусайн хятадууд түрэмгийлэгч Орост сэмээрхэн их тусалж байгаа.,TOXIC,False
1313,Аль эрт авсан бол амьдрал ингэж доройтохгүй л бсан байх,Аль эрт авсан бол амьдрал ингэж доройтохгүй л бсан байх,аль эрт авсан бол амьдрал ингэж доройтохгүй л бсан байх,NEUTRAL,0,1,0,gogo.mn,train,Аль эрт авсан бол амьдрал ингэж доройтохгүй л бсан байх,NEUTRAL,False
1314,Хуцдаг хулгайч юма. Дандаа сайд дарга байх юмшиг шударга гишүүдээ хөөгөөд оронд нь албан тушаалыг нь булааж суугаад ичихгүй бузар вэ энэ.,Хуцдаг хулгайч юма. Дандаа сайд дарга байх юмшиг шударга гишүүдээ хөөгөөд оронд нь албан тушаалыг нь булааж суугаад ичихгүй бузар вэ энэ.,хуцдаг хулгайч юма. дандаа сайд дарга байх юмшиг шударга гишүүдээ хөөгөөд оронд нь албан тушаалыг нь булааж суугаад ичихгүй бузар вэ энэ.,TOXIC,0,0,0,news.mn,val,Хуцдаг хулгайч юма. Дандаа сайд дарга байх юмшиг шударга гишүүдээ хөөгөөд оронд нь албан тушаалыг нь булааж суугаад ичихгүй бузар вэ энэ.,TOXIC,False
1315,"""Сайн"" хэлээр бичиж болохгүйд л нарийн нь байдаг тухай бололтой","""Сайн"" хэлээр бичиж болохгүйд л нарийн нь байдаг тухай бололтой",сайн хэлээр бичиж болохгүйд л нарийн нь байдаг тухай бололтой,NEUTRAL,1,3,0,gogo.mn,train,"""Сайн"" хэлээр бичиж болохгүйд л нарийн нь байдаг тухай бололтой",NEUTRAL,False
1316,"40 50 жилмйн турш ажиллаж өчнөөн их мөнгө зарж байж байгуулсан маш өндөр өртөгтэй сүүлийн үеийн радар, пуужингийн хамгаалалтын системүүдээр тоноглосон бүх баазууд нь үндсэндээ 1 сарын дотор бүгдээрээ буталсан хэлтэрхий үнсэн товрог болж дуусна. Байрладаг бүх зочид буудал амьдардаг байрнууд, ажилладаг бүх товэрийн оффисуудыг нь буулгаж байна. Дубай, Катар, Бахрайнд оруулсан бүх хөрөнгө оруулалтууд барьсан байшин барилгуудыг онилж байна. Онгоцноос өөр орох газаргүй, тэр нь хөөрч өгдөггүй.","40 50 жилмйн турш ажиллаж өчнөөн их мөнгө зарж байж байгуулсан маш өндөр өртөгтэй сүүлийн үеийн радар, пуужингийн хамгаалалтын системүүдээр тоноглосон бүх баазууд нь үндсэндээ 1 сарын дотор бүгдээрээ буталсан хэлтэрхий үнсэн товрог болж дуусна. Байрладаг бүх зочид буудал амьдардаг байрнууд, ажилладаг бүх товэрийн оффисуудыг нь буулгаж байна. Дубай, Катар, Бахрайнд оруулсан бүх хөрөнгө оруулалтууд барьсан байшин барилгуудыг онилж байна. Онгоцноос өөр орох газаргүй, тэр нь хөөрч өгдөггүй.",40 50 жилмйн турш ажиллаж өчнөөн их мөнгө зарж байж байгуулсан маш өндөр өртөгтэй сүүлийн үеийн радар пуужингийн хамгаалалтын системүүдээр тоноглосон бүх баазууд нь үндсэндээ 1 сарын дотор бүгдээрээ буталсан хэлтэрхий үнсэн товрог болж дуусна. байрладаг бүх зочид буудал амьдардаг байрнууд ажилладаг бүх товэрийн оффисуудыг нь буулгаж байна. дубай катар бахрайнд оруулсан бүх хөрөнгө оруулалтууд барьсан байшин барилгуудыг онилж байна. онгоцноос өөр орох газаргүй тэр нь хөөрч өгдөггүй.,NEUTRAL,1,4,0,news.mn,train,"40 50 жилмйн турш ажиллаж өчнөөн их мөнгө зарж байж байгуулсан маш өндөр өртөгтэй сүүлийн үеийн радар, пуужингийн хамгаалалтын системүүдээр тоноглосон бүх баазууд нь үндсэндээ 1 сарын дотор бүгдээрээ буталсан хэлтэрхий үнсэн товрог болж дуусна. Байрладаг бүх зочид буудал амьдардаг байрнууд, ажилладаг бүх товэрийн оффисуудыг нь буулгаж байна. Дубай, Катар, Бахрайнд оруулсан бүх хөрөнгө оруулалтууд барьсан байшин барилгуудыг онилж байна. Онгоцноос өөр орох газаргүй, тэр нь хөөрч өгдөггүй.",NEUTRAL,False
1317,Өөрсдийгөө Ойрд гэж тодорхойлогчид төр хутгаж байна.,Өөрсдийгөө Ойрд гэж тодорхойлогчид төр хутгаж байна.,өөрсдийгөө ойрд гэж тодорхойлогчид төр хутгаж байна.,CONSTRUCTIVE,0,15,0,news.mn,train,Өөрсдийгөө Ойрд гэж тодорхойлогчид төр хутгаж байна.,CONSTRUCTIVE,False
1318,манан монголыг бужигнуулахдаа л сайна,манан монголыг бужигнуулахдаа л сайна,манан монголыг бужигнуулахдаа л сайна,CONSTRUCTIVE,0,3,0,news.mn,train,манан монголыг бужигнуулахдаа л сайна,CONSTRUCTIVE,False
1319,украйн орост хориг тавьдаг энэ л дутаж гэнэ өмхий хохоолууд,украйн орост хориг тавьдаг энэ л дутаж гэнэ өмхий хохоолууд,украйн орост хориг тавьдаг энэ л дутаж гэнэ өмхий хохоолууд,TOXIC,0,8,1,news.mn,test,украйн орост хориг тавьдаг энэ л дутаж гэнэ өмхий хохоолууд,TOXIC,False
1320,Эргүү чамтай цуг тамруу явна гэнээ,Эргүү чамтай цуг тамруу явна гэнээ,эргүү чамтай цуг тамруу явна гэнээ,TOXIC,1,0,1,gogo.mn,train,Эргүү чамтай цуг тамруу явна гэнээ,TOXIC,False
1321,"Уучлаарай би тх мэдлэгтэй,далдыг харагч биш Миний ойлгосноор гадаадын биш монголын аж ахуйн нэгжид ашиглах зөвшөөрөл өгсөн юи бишүү Хэрэв тийм бол хэдийгээр хилийн зурвасч гэлээ хил дотроо монгол хүн байж байж л эзэнтэй баймаар санагдах юм Ер нь урдахаа харлуулах гэж улангасан дайрч байгаа одоогийн засаг шударга ажиллхж байгаа дүр үзүүлж ард иргэдээ талцуулж өөрсдийнхөө хэрүүлд хутгалдуулж дууслаа Хууль зүйн сайд биш энэ асуудыг хуулийн байгууллагууд илэрүүлж үнэн бодит байдлыг тогтоосон хойноо яримаар бна Ингэж улсыг удирдаж болохгүй байх Ард иргэдийн дунд энэ засаг чинь дэндүү яс хаяад байнхуу даа Энэ эх орон маань хэрүүлийн бзар болж дууслаа","Уучлаарай би тх мэдлэгтэй,далдыг харагч биш Миний ойлгосноор гадаадын биш монголын аж ахуйн нэгжид ашиглах зөвшөөрөл өгсөн юи бишүү Хэрэв тийм бол хэдийгээр хилийн зурвасч гэлээ хил дотроо монгол хүн байж байж л эзэнтэй баймаар санагдах юм Ер нь урдахаа харлуулах гэж улангасан дайрч байгаа одоогийн засаг шударга ажиллхж байгаа дүр үзүүлж ард иргэдээ талцуулж өөрсдийнхөө хэрүүлд хутгалдуулж дууслаа Хууль зүйн сайд биш энэ асуудыг хуулийн байгууллагууд илэрүүлж үнэн бодит байдлыг тогтоосон хойноо яримаар бна Ингэж улсыг удирдаж болохгүй байх Ард иргэдийн дунд энэ засаг чинь дэндүү яс хаяад байнхуу даа Энэ эх орон маань хэрүүлийн бзар болж дууслаа",уучлаарай би тх мэдлэгтэй далдыг харагч биш миний ойлгосноор гадаадын биш монголын аж ахуйн нэгжид ашиглах зөвшөөрөл өгсөн юи бишүү хэрэв тийм бол хэдийгээр хилийн зурвасч гэлээ хил дотроо монгол хүн байж байж л эзэнтэй баймаар санагдах юм ер нь урдахаа харлуулах гэж улангасан дайрч байгаа одоогийн засаг шударга ажиллхж байгаа дүр үзүүлж ард иргэдээ талцуулж өөрсдийнхөө хэрүүлд хутгалдуулж дууслаа хууль зүйн сайд биш энэ асуудыг хуулийн байгууллагууд илэрүүлж үнэн бодит байдлыг тогтоосон хойноо яримаар бна ингэж улсыг удирдаж болохгүй байх ард иргэдийн дунд энэ засаг чинь дэндүү яс хаяад байнхуу даа энэ эх орон маань хэрүүлийн бзар болж дууслаа,CONSTRUCTIVE,0,0,0,news.mn,train,"Уучлаарай би тх мэдлэгтэй,далдыг харагч биш Миний ойлгосноор гадаадын биш монголын аж ахуйн нэгжид ашиглах зөвшөөрөл өгсөн юи бишүү Хэрэв тийм бол хэдийгээр хилийн зурвасч гэлээ хил дотроо монгол хүн байж байж л эзэнтэй баймаар санагдах юм Ер нь урдахаа харлуулах гэж улангасан дайрч байгаа одоогийн засаг шударга ажиллхж байгаа дүр үзүүлж ард иргэдээ талцуулж өөрсдийнхөө хэрүүлд хутгалдуулж дууслаа Хууль зүйн сайд биш энэ асуудыг хуулийн байгууллагууд илэрүүлж үнэн бодит байдлыг тогтоосон хойноо яримаар бна Ингэж улсыг удирдаж болохгүй байх Ард иргэдийн дунд энэ засаг чинь дэндүү яс хаяад байнхуу даа Энэ эх орон маань хэрүүлийн бзар болж дууслаа",CONSTRUCTIVE,False
